"_id","project_name","beneficiary_name","total_amount","eu_cofinancing_amount","total_amount_eligible","eu_cofinancing_amount_eligible","amount","amount_kind","approval_date","beneficiary_address","beneficiary_city","beneficiary_country","beneficiary_country_code","beneficiary_county","beneficiary_id","beneficiary_nuts_code","beneficiary_nuts_region","beneficiary_person","beneficiary_postal_code","beneficiary_url","cci_program_code","completion_date","currency","eu_cofinancing_rate","final_payment_date","first_payment_date","fund_acronym","funding_period","management_authority","member_state_amount","operational_programme","priority_label","priority_number","project_description","project_status","source","starting_date","theme_code","theme_name","third_party_amount","total_amount_applied"
76,Laboratorium Aerodynamiki Przepływów Turbinowych,"Laboratorium Badań Napędów Lotniczych ""Polonia Aero"" sp. z o.o.",188798298.6,160328701.55,,,40214741.99069654,eu_cofinancing_amount,,"","",POLSKA,PL,"",Aero badan laboratorium lotniczych napedow oo polonia sp z,PL,POLSKA,"","","","",,PLN,"",,,ERDF,"2007-2013","",,"","","","","","",,"","",,
77,Wdrożenie protokołu elektronicznego w prawach cywilnych i wykroczeniowych,Minister Sprawiedliwości,191159457.71,160008846.55,,,40134513.77095123,eu_cofinancing_amount,,"","",POLSKA,PL,"",Minister sprawiedliwosci,PL,POLSKA,"","","","",,PLN,"",,,ERDF,"2007-2013","",,"","","","","","",,"","",,
78,Budowa centralnego systemu automatycznego nadzoru nad ruchem drogowym,Główny Inspektor Transportu Drogowego,184597485.91,156907863.02,,,39356703.86311349,eu_cofinancing_amount,,"","",POLSKA,PL,"",Drogowego glowny inspektor transportu,PL,POLSKA,"","","","",,PLN,"",,,ERDF,"2007-2013","",,"","","","","","",,"","",,
79,Poprawa funkcjonowania komunikacji publicznej w centrum Rzeszowa poprzez ograniczenie ruchu tranzytowego i wprowadzenie strefy płatnego parkowania,Gmina Miasto Rzeszów,188469013.45,155262361.25,,,38943967.849623434,eu_cofinancing_amount,,"","",POLSKA,PL,"",Gmina miasto rzeszow,PL,POLSKA,"","","","",,PLN,"",,,ERDF,"2007-2013","",,"","","","","","",,"","",,
80,Budowa drogi wojewódzkiej od drogi krajowej nr 94 do drogi wojewódzkiej nr 455 wraz z ich węzłami,Województwo Dolnośląskie reprezentowane przez Dolnośląską Służbę Dróg i Kolei we Wrocławiu,345382196.22,154827660.61,,,38834933.26060857,eu_cofinancing_amount,,"","",POLSKA,PL,"",Dolnoslaska dolnoslaskie drog i kolei przez reprezentowane sluzbe we wojewodztwo wroclawiu,PL,POLSKA,"","","","",,PLN,"",,,ERDF,"2007-2013","",,"","","","","","",,"","",,
158,Budowa przedłużenia ul. Gen. Wł. Andersa w Białymstoku,Miasto Białystok,143167574.15,100670988.7,,,25250986.238769468,eu_cofinancing_amount,,"","",POLSKA,PL,"",Bialystok miasto,PL,POLSKA,"","","","",,PLN,"",,,ERDF,"2007-2013","",,"","","","","","",,"","",,
81,Promocja polskiej gospodarki na rynkach międzynarodowych,"Minister Gospodarki, Departament Instrumentów Wsparcia",180107840,152763542.93,,,38317197.1401439,eu_cofinancing_amount,,"","",POLSKA,PL,"",Departament gospodarki instrumentow minister wsparcia,PL,POLSKA,"","","","",,PLN,"",,,ERDF,"2007-2013","",,"","","","","","",,"","",,
82,Wsparcie przedsiębiorczości poprzez rozwój instrumentów inżynierii finansowej w ramach inicjatywy JEREMIE w województwie łódzkim.,Bank Gospodarstwa Krajowego,218630768.6,150724979.59,,,37805870.734096594,eu_cofinancing_amount,,"","",POLSKA,PL,"",Bank gospodarstwa krajowego,PL,POLSKA,"","","","",,PLN,"",,,ERDF,"2007-2013","",,"","","","","","",,"","",,
83,Georeferencyjna Baza Danych Obiektów Topograficznych (GBDOT) wraz z krajowym systemem zarządzania,Główny Geodeta Kraju,176200000,149148940.2,,,37410557.75006261,eu_cofinancing_amount,,"","",POLSKA,PL,"",Geodeta glowny kraju,PL,POLSKA,"","","","",,PLN,"",,,ERDF,"2007-2013","",,"","","","","","",,"","",,
84,Budowa obwodnicy m. Nowogard w ciągu drogi S-6,Generalna Dyrekcja Dróg Krajowych i Autostrad,203572577.03,148564864.74,,,37264055.94658064,eu_cofinancing_amount,,"","",POLSKA,PL,"",Autostrad drog dyrekcja generalna i krajowych,PL,POLSKA,"","","","",,PLN,"",,,ERDF,"2007-2013","",,"","","","","","",,"","",,
85,Likwidacja obszarów wykluczenia informacyjnego i budowa dolnośląskiej sieci szkieletowej,Województwo Dolnośląskie,214252457.19,147198131.57,,,36921242.58084939,eu_cofinancing_amount,,"","",POLSKA,PL,"",Dolnoslaskie wojewodztwo,PL,POLSKA,"","","","",,PLN,"",,,ERDF,"2007-2013","",,"","","","","","",,"","",,
86,Budowa siedziby Narodowej Orkiestry Symfonicznej Polskiego Radia w Katowicach,Miasto Katowice,305364372.55,145560876.78,,,36510575.13131385,eu_cofinancing_amount,,"","",POLSKA,PL,"",Katowice miasto,PL,POLSKA,"","","","",,PLN,"",,,ERDF,"2007-2013","",,"","","","","","",,"","",,
87,Budowa Narodowego Forum Muzyki we Wrocławiu,Gmina Wrocław,328691855.82,143740000,,,36053850.35779154,eu_cofinancing_amount,,"","",POLSKA,PL,"",Gmina wroclaw,PL,POLSKA,"","","","",,PLN,"",,,ERDF,"2007-2013","",,"","","","","","",,"","",,
88,"""Uruchomienie lotniska komunikacyjnego poprzez modernizację istniejącej infrastruktury oraz budowę nowej związanej z obsługą samolotów i pasażerów na terenie byłego lotniska wojskowego w Modlinie (Nowy Dwór Mazowiecki)”",Mazowiecki Port Lotniczy Warszawa-Modlin sp. z o.o.,424399809.59,143631490.49,,,36026633.260004304,eu_cofinancing_amount,,"","",POLSKA,PL,"",Lotniczy mazowiecki modlin oo port sp warszawa z,PL,POLSKA,"","","","",,PLN,"",,,ERDF,"2007-2013","",,"","","","","","",,"","",,
89,Budowa obwodnicy Serocka w ciągu drogi krajowej NR 61,Generalna Dyrekcja Dróg Krajowych i Autostrad,230324126.43,141810576.55,,,35569899.16575652,eu_cofinancing_amount,,"","",POLSKA,PL,"",Autostrad drog dyrekcja generalna i krajowych,PL,POLSKA,"","","","",,PLN,"",,,ERDF,"2007-2013","",,"","","","","","",,"","",,
90,Budowa nowoczesnej hali widowiskowo-sportowej Podium,Miasto Gliwice,365017036.67,141574456,,,35510673.793722995,eu_cofinancing_amount,,"","",POLSKA,PL,"",Gliwice miasto,PL,POLSKA,"","","","",,PLN,"",,,ERDF,"2007-2013","",,"","","","","","",,"","",,
91,"Przyspieszenie wzrostu konkurencyjności województwa mazowieckiego, przez budowanie społeczeństwa informacyjnego i gospodarki opartej na wiedzy poprzez stworzenie zintegrowanych baz wiedzy o Mazowszu",Samorząd Województwa Mazowieckiego,166000000,141100000,,,35391667.49328222,eu_cofinancing_amount,,"","",POLSKA,PL,"",Mazowieckiego samorzad wojewodztwa,PL,POLSKA,"","","","",,PLN,"",,,ERDF,"2007-2013","",,"","","","","","",,"","",,
92,Ogólnopolska sieć teleinformatyczna na potrzeby obsługi numeru alarmowego 112,Ministerstwo Spraw Wewnętrznych,165000000,140250000,,,35178464.67705763,eu_cofinancing_amount,,"","",POLSKA,PL,"",Ministerstwo spraw wewnetrznych,PL,POLSKA,"","","","",,PLN,"",,,ERDF,"2007-2013","",,"","","","","","",,"","",,
93,Sieć Szerokopasmowa Polski Wschodniej - województwo świętokrzyskie,Województwo Świętokrzyskie.,200728908.93,139420589.31,,,34970426.212452,eu_cofinancing_amount,,"","",POLSKA,PL,"",Swietokrzyskie wojewodztwo,PL,POLSKA,"","","","",,PLN,"",,,ERDF,"2007-2013","",,"","","","","","",,"","",,
94,Program e-Cło,Ministerstwo Finansów,164825180.1,138580547.27,,,34759721.11989312,eu_cofinancing_amount,,"","",POLSKA,PL,"",Finansow ministerstwo,PL,POLSKA,"","","","",,PLN,"",,,ERDF,"2007-2013","",,"","","","","","",,"","",,
95,Poprawa jakości funkcjonowania systemu transportu publicznego miasta Białegostoku - Etap III,Miasto Białystok,195954277.41,138108017,,,34641197.844227985,eu_cofinancing_amount,,"","",POLSKA,PL,"",Bialystok miasto,PL,POLSKA,"","","","",,PLN,"",,,ERDF,"2007-2013","",,"","","","","","",,"","",,
96,Centrum Czystych Technologii Węglowych,Główny Instytut Górnictwa,194106694.89,137450977.19,,,34476394.6232119,eu_cofinancing_amount,,"","",POLSKA,PL,"",Glowny gornictwa instytut,PL,POLSKA,"","","","",,PLN,"",,,ERDF,"2007-2013","",,"","","","","","",,"","",,
97,Rozbudowa infrastruktury dydaktycznej Uniwersytetu Jana Kochanowskiego w Kielcach - II etap budowy Campusu Uniwersyteckiego,Uniwersytet Jana Kochanowskiego w Kielcach,161737851.92,135506668.91,,,33988709.916265085,eu_cofinancing_amount,,"","",POLSKA,PL,"",Jana kielcach kochanowskiego uniwersytet w,PL,POLSKA,"","","","",,PLN,"",,,ERDF,"2007-2013","",,"","","","","","",,"","",,
98,"Wdrożenie Zintegrowanego Systemu Zarządzania Ruchem TRISTAR w Gdańsku, Gdyni i Sopocie",Gmina Miasta Gdyni,158968883.58,134504820.3,,,33737419.392638385,eu_cofinancing_amount,,"","",POLSKA,PL,"",Gdyni gmina miasta,PL,POLSKA,"","","","",,PLN,"",,,ERDF,"2007-2013","",,"","","","","","",,"","",,
99,"Program Team - projekty, w których uczestniczą studenci, doktoranci i uczestnicy staży podoktorskich, zgodne z wskazanymi w PO IG priorytetami, realizowane w najlepszych zespołach badawczych w Polsce",Fundacja na rzecz Nauki Polskiej,155905571.42,132515000,,,33238319.049413845,eu_cofinancing_amount,,"","",POLSKA,PL,"",Fundacja na nauki polskiej rzecz,PL,POLSKA,"","","","",,PLN,"",,,ERDF,"2007-2013","",,"","","","","","",,"","",,
100,Wsparcie realizacji przedsięwzięć w ramach Programu Badań Stosowanych - obszar nowych technologii,Narodowe Centrum Badań i Rozwoju,155500000,132175000,,,33153037.92292401,eu_cofinancing_amount,,"","",POLSKA,PL,"",Badan centrum i narodowe rozwoju,PL,POLSKA,"","","","",,PLN,"",,,ERDF,"2007-2013","",,"","","","","","",,"","",,
101,Platforma Usług Elektronicznych dla klientów ZUS (PUE),Zakład Ubezpieczeń Społecznych,157045409,131769799.56,,,33051402.775931723,eu_cofinancing_amount,,"","",POLSKA,PL,"",Spolecznych ubezpieczen zaklad,PL,POLSKA,"","","","",,PLN,"",,,ERDF,"2007-2013","",,"","","","","","",,"","",,
102,Poprawa wewnętrznej spójności komunikacyjnej województwa lubelskiego poprzez budowe i przebudowę dróg powiatowych zwiększających dostepność do dróg krajowych i wojewódzkich,Powiat Lubelski,177555416.2,130798173.05,,,32807692.766225286,eu_cofinancing_amount,,"","",POLSKA,PL,"",Lubelski powiat,PL,POLSKA,"","","","",,PLN,"",,,ERDF,"2007-2013","",,"","","","","","",,"","",,
103,Rozbudowa drogi wojewódzkiej Nr 892 Zagórz - Komańcza (projekt kluczowy),Województwo Podkarpackie,162084722.49,129345541.95,,,32443333.893924784,eu_cofinancing_amount,,"","",POLSKA,PL,"",Podkarpackie wojewodztwo,PL,POLSKA,"","","","",,PLN,"",,,ERDF,"2007-2013","",,"","","","","","",,"","",,
104,Rozwój systemu informatycznego ZUS wspomagającego udostępnianie e-usług,Zakład Ubezpieczeń Społecznych,152195554.15,128987327.15,,,32353484.006662045,eu_cofinancing_amount,,"","",POLSKA,PL,"",Spolecznych ubezpieczen zaklad,PL,POLSKA,"","","","",,PLN,"",,,ERDF,"2007-2013","",,"","","","","","",,"","",,
105,OCEAN: Otwarte Centrum Danych i ich Analiz – Centrum Kompetencji,"Uniwersytet Warszawski, Interdyscyplinarne Centrum Modelowania Matematycznego i Komputerowego",168488685.76,127531154.96,,,31988236.93393742,eu_cofinancing_amount,,"","",POLSKA,PL,"",Centrum i interdyscyplinarne komputerowego matematycznego modelowania uniwersytet warszawski,PL,POLSKA,"","","","",,PLN,"",,,ERDF,"2007-2013","",,"","","","","","",,"","",,
130,Przebudowa i rozbudowa obwodnicy miasta Krosna w ciągu drogi krajowej nr 28 na docinku od km 226+594 do km 237+962 wraz z dobudową drogiej jezdni,Urząd Miasta Krosna,150727480.2,111862294.65,,,28058066.17497068,eu_cofinancing_amount,,"","",POLSKA,PL,"",Krosna miasta urzad,PL,POLSKA,"","","","",,PLN,"",,,ERDF,"2007-2013","",,"","","","","","",,"","",,
106,Budowa mostu na rzece Odrze w m. Brzeg Dolny wraz z drogami dojazdowymi,Województwo Dolnośląskie reprezentowane przez Dolnośląską Służbę Dróg i Kolei we Wrocławiu,151122212.34,127291523.56,,,31928130.946483485,eu_cofinancing_amount,,"","",POLSKA,PL,"",Dolnoslaska dolnoslaskie drog i kolei przez reprezentowane sluzbe we wojewodztwo wroclawiu,PL,POLSKA,"","","","",,PLN,"",,,ERDF,"2007-2013","",,"","","","","","",,"","",,
107,Centrum Cyklotronowe Bronowice - stanowisko Gantry,Instytut Fizyki Jądrowej im. H.Niewodniczańskiego Polskiej Akademii Nauk,167623465.95,126837982.48,,,31814370.669389907,eu_cofinancing_amount,,"","",POLSKA,PL,"",Akademii fizyki hniewodniczanskiego im instytut jadrowej nauk polskiej,PL,POLSKA,"","","","",,PLN,"",,,ERDF,"2007-2013","",,"","","","","","",,"","",,
108,Budowa Centrum Spotkania Kultur w Lublinie,Województwo Lubelskie,170982371.82,126325916.86,,,31685930.866712507,eu_cofinancing_amount,,"","",POLSKA,PL,"",Lubelskie wojewodztwo,PL,POLSKA,"","","","",,PLN,"",,,ERDF,"2007-2013","",,"","","","","","",,"","",,
109,Przebudowa ul. Gen. St. Maczka w Białymstoku,Miasto Białystok,167035652.13,126029145,,,31611492.518091083,eu_cofinancing_amount,,"","",POLSKA,PL,"",Bialystok miasto,PL,POLSKA,"","","","",,PLN,"",,,ERDF,"2007-2013","",,"","","","","","",,"","",,
110,Rozbudowa Regionalnego Portu Lotniczego: Port Lotniczy Lublin S.A. (Świdnik),Port Lotniczy Lublin S.A.,474616004.61,125000000,,,31353355.327145837,eu_cofinancing_amount,,"","",POLSKA,PL,"",Lotniczy lublin port sa,PL,POLSKA,"","","","",,PLN,"",,,ERDF,"2007-2013","",,"","","","","","",,"","",,
111,Wdrożenie innowacyjnej technologii wytwarzania kauczuków S-SBR X3 w Synthos Dwory 7,Synthos Dwory 7 Spółka z ograniczoną odpowiedzialnością spółka jawna (dawniej: Synthos Dwory 7 Spółka z ograniczoną odpowiedzialnością S.K.A.),591275733.53,124761300,,,31293482.95981312,eu_cofinancing_amount,,"","",POLSKA,PL,"","7 dwory jawna odpowiedzialnoscia ograniczona spolka synthos z",PL,POLSKA,"","","","",,PLN,"",,,ERDF,"2007-2013","",,"","","","","","",,"","",,
112,Budowa obwodnicy miejscowości Bargłów Kościelny w ciągu drogi krajowej nr 61,Generalna Dyrekcja Dróg Krajowych i Autostrad Oddział w Białymstoku,213170242.79,123444079.1,,,30963088.600436777,eu_cofinancing_amount,,"","",POLSKA,PL,"",Autostrad bialymstoku drog dyrekcja generalna i krajowych oddzial w,PL,POLSKA,"","","","",,PLN,"",,,ERDF,"2007-2013","",,"","","","","","",,"","",,
113,Centrum kompetencji w zakresie rozproszonych infrastruktur obliczeniowych typu gridowego -– PLGridCore,Akademickie Centrum Komputerowe CYFRONET Akademii Górniczo-Hutniczej im. Stanisława Staszica w Krakowie,144949901.16,123207415.99,,,30903727.13979152,eu_cofinancing_amount,,"","",POLSKA,PL,"",Akademickie akademii centrum cyfronet gorniczo hutniczej im komputerowe krakowie stanislawa staszica w,PL,POLSKA,"","","","",,PLN,"",,,ERDF,"2007-2013","",,"","","","","","",,"","",,
114,"WYKONANIE I DOSTAWA 10 SZTUK AUTOBUSÓW SZYNOWYCH O NAPĘDZIE SPALINOWYM WRAZ Z MOŻLIWOŚCIĄ UDZIELENIA ZAMÓWIEŃ UZUPEŁNIAJĄCYCH, STANOWIĄCYCH NIE WIĘCEJ NIŻ 20 % WARTOŚCI ZAMÓWIENIA PODSTAWOWEGO",Województwo Zachodniopomorskie,149364600,122430000,,,30708730.34161972,eu_cofinancing_amount,,"","",POLSKA,PL,"",Wojewodztwo zachodniopomorskie,PL,POLSKA,"","","","",,PLN,"",,,ERDF,"2007-2013","",,"","","","","","",,"","",,
115,Budowa linii Miłosna Siedlce Ujrzanów wraz z budową stacji Siedlce Ujrzanów - część Projektu Połączenie elektroenergetyczne Polska - Litwa,Polskie Sieci Elektroenergetyczne - Operator S.A.,275074759.86,122079540.46,,,30620825.681736454,eu_cofinancing_amount,,"","",POLSKA,PL,"",Elektroenergetyczne operator polskie sa sieci,PL,POLSKA,"","","","",,PLN,"",,,ERDF,"2007-2013","",,"","","","","","",,"","",,
116,Zakup i wdrożenie innowacyjnej technologii produkcji biokomponentów do wytwarzania biopaliw,Green Source Poland Sp. z o.o.,899662953,121100532.9,,,30375264.306563318,eu_cofinancing_amount,,"","",POLSKA,PL,"",Green oo poland source sp z,PL,POLSKA,"","","","",,PLN,"",,,ERDF,"2007-2013","",,"","","","","","",,"","",,
117,"ECOTECH - COMPLEX - Człowiek, Środowisko, Produkcja",Uniwersytet Marii Curie-Skłodowskiej,145140000,120910221.68,,,30327529.144136097,eu_cofinancing_amount,,"","",POLSKA,PL,"",Curie marii sklodowskiej uniwersytet,PL,POLSKA,"","","","",,PLN,"",,,ERDF,"2007-2013","",,"","","","","","",,"","",,
118,Budowa obwodnicy m. Hrubieszowa w ciągu DK nr 74 Janów Lubelski - granica państwa,Generalna Dyrekcja Dróg Krajowych i Autostrad Oddział w Lublinie,230045906,119666739.47,,,30015630.42755118,eu_cofinancing_amount,,"","",POLSKA,PL,"",Autostrad drog dyrekcja generalna i krajowych lublinie oddzial w,PL,POLSKA,"","","","",,PLN,"",,,ERDF,"2007-2013","",,"","","","","","",,"","",,
119,Białostocki Park Naukowo-Technologiczny,Miasto Białystok,168792258.12,118947431.89,,,29835208.778389186,eu_cofinancing_amount,,"","",POLSKA,PL,"",Bialystok miasto,PL,POLSKA,"","","","",,PLN,"",,,ERDF,"2007-2013","",,"","","","","","",,"","",,
120,Wzrost konkurencyjności firmy Swedspan Polska Spółka Z o.o. poprzez inwestycję w produkcję innowacyjnych ultra cienkich płyt HDF (UTHDF),IKEA INDUSTRY POLAND SP. Z O.O.,608927665.54,118050179.99,,,29610153.917279933,eu_cofinancing_amount,,"","",POLSKA,PL,"",Ikea industry oo poland sp z,PL,POLSKA,"","","","",,PLN,"",,,ERDF,"2007-2013","",,"","","","","","",,"","",,
121,Poprawa jakości funkcjonowania systemu transportu publicznego miasta Białegostoku - Etap II,Miasto Białystok,156649353.64,117123272.13,,,29377660.545359097,eu_cofinancing_amount,,"","",POLSKA,PL,"",Bialystok miasto,PL,POLSKA,"","","","",,PLN,"",,,ERDF,"2007-2013","",,"","","","","","",,"","",,
122,"Poprawa regionalnego systemu transportowego przez budowę w Ciechanowie pętli łączącej drogi krajowe nr 50 i 60, drogi wojewódzkie nr 617 i 615 oraz siedem dróg powiatowych",Gmina Miejska Ciechanów,162238645.25,116450017.59,,,29208790.234813225,eu_cofinancing_amount,,"","",POLSKA,PL,"",Ciechanow gmina miejska,PL,POLSKA,"","","","",,PLN,"",,,ERDF,"2007-2013","",,"","","","","","",,"","",,
123,"Rozbudowa DW 776 na odc. od granicy województwa do Buska-Zdroju wraz z rozbudową DW 973 (Busko-Zdrój), DW 766 odc. Brzeście-Pińczów i DW 768 w Działoszycach oraz przebudową DW 973 (Dobrowoda)",Świętokrzyski Zarząd Dróg Wojewódzkich,133258738.28,115145177.57,,,28881501.3324761,eu_cofinancing_amount,,"","",POLSKA,PL,"",Drog swietokrzyski wojewodzkich zarzad,PL,POLSKA,"","","","",,PLN,"",,,ERDF,"2007-2013","",,"","","","","","",,"","",,
124,Kawernowy Podziemny Magazyn Gazu Kosakowo,Polskie Górnictwo Naftowe i Gazownictwo Spółka Akcyjna,514115191.72,114685997.64,,,28766326.680441033,eu_cofinancing_amount,,"","",POLSKA,PL,"",Gazownictwo gornictwo i naftowe polskie sa,PL,POLSKA,"","","","",,PLN,"",,,ERDF,"2007-2013","",,"","","","","","",,"","",,
125,Uniwersyteckie Centrum Innowacji i Transferu Wiedzy Techniczno- Przyrodniczej,Uniwersytet Rzeszowski,135723098.65,114407390.33,,,28696444.48854367,eu_cofinancing_amount,,"","",POLSKA,PL,"",Rzeszowski uniwersytet,PL,POLSKA,"","","","",,PLN,"",,,ERDF,"2007-2013","",,"","","","","","",,"","",,
126,Zachodnia obwodnica Mrągowa w ciągu drogi krajowej nr 59,Generalna Dyrekcja Dróg Krajowych i Autostrad Oddział w Olsztynie,158193864.61,114059656.75,,,28609223.572600305,eu_cofinancing_amount,,"","",POLSKA,PL,"",Autostrad drog dyrekcja generalna i krajowych oddzial olsztynie w,PL,POLSKA,"","","","",,PLN,"",,,ERDF,"2007-2013","",,"","","","","","",,"","",,
127,Obwodnica Ełku (etap III i IV) w ciągu drogi krajowej nr 16 i nr 65,Generalna Dyrekcja Dróg Krajowych i Autostrad Oddział w Olsztynie,151952510.21,113633246.89,,,28502268.53375568,eu_cofinancing_amount,,"","",POLSKA,PL,"",Autostrad drog dyrekcja generalna i krajowych oddzial olsztynie w,PL,POLSKA,"","","","",,PLN,"",,,ERDF,"2007-2013","",,"","","","","","",,"","",,
128,Budowa ul. Nowolazurowej na odcinku od Al. Jerozolimskich do Trasy AK - Zadanie A od Al. Jerozolimskich do ul. ks. Juliana Chrościckiego,Miasto Stołeczne Warszawa,389245524.39,112971763.45,,,28336350.731056936,eu_cofinancing_amount,,"","",POLSKA,PL,"",Miasto stoleczne warszawa,PL,POLSKA,"","","","",,PLN,"",,,ERDF,"2007-2013","",,"","","","","","",,"","",,
129,Nowy przebieg drogi krajowej nr 21 w Słupsku,Gmina miejska Słupsk,135424722.7,112047651.8,,,28104558.723661695,eu_cofinancing_amount,,"","",POLSKA,PL,"",Gmina miejska slupsk,PL,POLSKA,"","","","",,PLN,"",,,ERDF,"2007-2013","",,"","","","","","",,"","",,
131,Rewitalizacja i modernizacja tzw. „Kościerskiego korytarza kolejowego” - odcinka Kościerzyna - Gdynia linii kolejowej nr 201,PKP Polskie Linie Kolejowe S.A.,208618292.43,110903441.64,,,27817560.10193841,eu_cofinancing_amount,,"","",POLSKA,PL,"",Kolejowe linie pkp polskie sa,PL,POLSKA,"","","","",,PLN,"",,,ERDF,"2007-2013","",,"","","","","","",,"","",,
132,Budowa północnej obwodnicy Jędrzejowa w ciągu drogi krajowej nr 78,Generalna Dyrekcja Dróg Krajowych i Autostrad Oddział w Kielcach,230131673.15,110674645,,,27760171.763125796,eu_cofinancing_amount,,"","",POLSKA,PL,"",Autostrad drog dyrekcja generalna i kielcach krajowych oddzial w,PL,POLSKA,"","","","",,PLN,"",,,ERDF,"2007-2013","",,"","","","","","",,"","",,
133,Rozbudowa drogi wojewódzkiej nr 637 relacji Warszawa – Węgrów na odcinku od km 44+000 do km 79+362,Samorząd Województwa Mazowieckiego,135698888.65,110343941.67,,,27677222.491018914,eu_cofinancing_amount,,"","",POLSKA,PL,"",Mazowieckiego samorzad wojewodztwa,PL,POLSKA,"","","","",,PLN,"",,,ERDF,"2007-2013","",,"","","","","","",,"","",,
